,category,headline,authors,link,short_description,date
3795,WORLD NEWS,Resistance Grows Against Hungarian Government's Authoritarianism,"Brian Dooley, ContributorSenior Advisor, Human Rights First",https://www.huffingtonpost.com/entry/resistance-grows-against-hungarian-governments-authoritarianism_us_591f47d6e4b0b28a33f62be0,Budapest is seeing its largest anti-government protests in years.,2017-05-21
3796,TRAVEL,Turtle Island Offers Guests Private Beaches and A Luxuriously Rustic Fijian Experience,"JustLuxe, Contributor
The Affluent Lifestyle Guide",https://www.huffingtonpost.com/entry/turtle-island-offers-gues_us_5b9d7cfce4b03a1dcc889b46,"After being escorted to the sand guests to Turtle Island are immediately introduced to their bure mama. In Fijian, bungalows",2013-09-04
3797,,Australian Artists Powerfully Call Attention To Child Abuse In Offshore Detention Camp,Eoin Blackwell,https://www.huffingtonpost.com/entry/australian-artists-nauru-child-abuse_us_5a7a68f0e4b06505b4e92cd4,"“There were all these stories that people needed to read but weren’t engaging with.""",2018-02-09
3798,TRAVEL,8 Luxury Camping Trips That Are Worth It,"PureWow, ContributorThe women's lifestyle destination",https://www.huffingtonpost.com/entry/8-luxury-camping-trips-th_b_7217330.html,"Camping is great... except for the bug bites, sleeping on the ground and the constant fear of wild animals. The alternative? Glamping.",2015-05-07
3799,TRAVEL,8 Places That Will Be Totally Empty During The Super Bowl,Suzy Strutner,https://www.huffingtonpost.com/entry/empty-during-super-bowl_us_5b9dd31ae4b03a1dcc8d5d28,"Don't worry, non-football fans-- there is still a place for you in America on game day. ""Totally empty"" may be a loose term",2014-02-02
3800,TRAVEL,"Turkey's Black Sea Region: Where Acts of Kindness Aren't Random, But an Everday Reality","Pam Grout, Contributor
Author, National Geographic's 100 Best Volunteer Vacations",https://www.huffingtonpost.com/entry/turkey-black-sea-travel_us_5b9d9084e4b03a1dcc8991eb,"Theh Black Sea Region has stunning Alp-like vistas, castles, ancient monasteries carved into cliffs and charming seaside villages with ancient Ottoman homes, but it is its people -- it's open-hearted, joyful people -- that are the true treasure.",2013-10-03
3801,TRAVEL,This Concept Jet Could Fly From London To NYC In 30 Minutes,Suzy Strutner,https://www.huffingtonpost.com/entry/skreemr-jet-charles-bombardier-london-nyc-30-minutes_us_5637608fe4b0c66bae5ce5d8,It's 10 times the speed of sound!,2015-11-02
3802,WORLD NEWS,Iran Halts Earthquake Rescue Operations As Survivors Battle Hunger And Cold,"By Parisa Hafezi, Reuters",https://www.huffingtonpost.com/entry/iran-earthquake-recovery_us_5a0a7cabe4b00a6eece3c75b,"More than 30,000 houses were damaged and at least two villages were completely destroyed.",2017-11-14
3803,TRAVEL,"World's Top Landmarks, According To TripAdvisor (PHOTOS)",Emi Boscamp,https://www.huffingtonpost.com/entry/worlds-top-landmarks_us_5b9d4af9e4b03a1dcc865857,"TripAdvisor has been doing its ""Travelers' Choice"" lists for quite some time now--including the best tippers, most popular",2013-06-25
3804,TRAVEL,787 Grounded: FAA Orders Airlines To Park Dreamliners Over Safety Concerns (UPDATE),,https://www.huffingtonpost.com/entry/787-grounded-faa-orders-a_us_5b9cba62e4b03a1dcc814579,"WASHINGTON (AP) — The federal government grounded Boeing's newest and most technologically advanced jetliner Wednesday, declaring",2013-01-16
3805,WORLD NEWS,The ‘Tale Of Two Kensingtons': London's Borough Of Extreme Rich And Poor,"HuffPost UK, Kathryn Snowdon, Lucy Sherriff, George Bowden and Nitya Rajan",https://www.huffingtonpost.com/entry/london-apartment-fire-rich-poor_us_5942e769e4b06bb7d271dabb,"""They are living in a different world to us."" A dispatch from HuffPost UK.",2017-06-15
3806,TRAVEL,"World's Best Beaches, As Picked By TripAdvisor (PHOTOS)",,https://www.huffingtonpost.com/entry/worlds-best-beaches-as-pi_us_5b9b6b85e4b03a1dcc7763d9,The list -- culled together by millions of readers' reviews -- reads as a veritable who's who (or what's where) of beaches,2012-03-08
3807,TRAVEL,Fast Food Road Trip Stops You Must Make,,https://www.huffingtonpost.com/entry/fast-food-road-trip-stops_us_5b9d9cfbe4b03a1dcc8a41e8,"In The Northeast Another Southern staple you need to check out, Bojangles has chicken and biscuits down to a science. A really",2013-10-25
3808,TRAVEL,20 Places Where Dinosaurs Still Roam The Earth,Suzy Strutner,https://www.huffingtonpost.com/entry/see-dinosaurs_n_5249443.html,,2014-05-13
3809,WORLD NEWS,"Trade War With U.S. Would Bring 'Disaster' To World Economy, China Warns","Elias Glenn, Reuters",https://www.huffingtonpost.com/entry/china-trade-war-us-tariffs_us_5aa4efcce4b086698a9e8752,The Trump administration continues to face global criticism over its proposed tariffs on steel and aluminum.,2018-03-11
3810,WORLD NEWS,The Omar Khadr Settlement Reaffirms Canada's Values,"Craig Martin, ContributorProfessor of Law",https://www.huffingtonpost.com/entry/canadians-deserve-the-khadr-settlement_us_596b8603e4b06a2c8edb4753,Khadr’s international human rights were egregiously violated,2017-07-17
3811,TRAVEL,14 Ski Resort Events Delivering Holiday Cheer This Season,"Liftopia, ContributorSki deals online - www.liftopia.com",https://www.huffingtonpost.com/entry/14-ski-resort-events-delivering-holiday-cheer-this-season_b_6318692.html,"'Tis the season for skiing powder! Oh, and the holidays are upon us as well. I'd rather bury my head in the snow than deal with shopping and, luckily, there are some festive events taking place at ski resorts across the U.S. and the Canadian Rockies.",2014-12-13
3812,WORLD NEWS,New Leader Of UK Far-Right Party Spouts Islamophobic Rhetoric,Carol Kuruvilla,https://www.huffingtonpost.com/entry/new-leader-of-uk-far-right-party-is-already-spouting-islamophobic-rhetoric_us_5a8b1775e4b00bc49f47493b,"Gerard Batten defended his belief that Islam ""glorifies death.""",2018-02-19
3813,TRAVEL,The Renegades Return: Central Coast Small-Lot Wineries to Pour at Third Annual Garagiste Festival,"Lisa Dinsmore, Contributor
Contributor",https://www.huffingtonpost.com/entry/the-renegades-return-cent_us_5b9d9413e4b03a1dcc89bff8,"It was just a little over two years ago that The Garagiste Festival was a mere gleam in the eyes of co-founders. This November 7 - 10th, the Festival is showcasing the talents of 66 winemakers, all of whom handcraft under 1,200 cases of wine per year.",2013-10-07
3814,TRAVEL,Former Ritz-Carlton Double Bay In Sydney Changes Hands For $60 Million Following Celebrity Death,Ryan Grenoble,https://www.huffingtonpost.com/entry/ritz-carlton-double-bay_us_5b9d60ece4b03a1dcc8740cd,"After a 16-year fall from grace, the former Ritz-Carlton Double Bay in Sydney, Australia, is set to receive a much-needed",2013-07-24
3815,TRAVEL,Experts Say This Is Why You Get So Angry On Planes,Suzy Strutner,https://www.huffingtonpost.com/entry/angry-on-planes-first-class-seats_us_57619822e4b09c926cfdeb0d,There's a particular plane configuration that can predict air rage.,2016-06-15
3816,TRAVEL,How to Plan a Travel Festival,"Kelly Lewis, Contributor
Founder of Go! Girl Guides, The Women's Travel Fest & Damesly",https://www.huffingtonpost.com/entry/how-to-plan-a-travel-fest_us_5b9dce5be4b03a1dcc8d246b,Planning a travel festival is like juggling with 14 different balls while balancing on a tightrope with your eyes closed,2014-01-24
3817,TRAVEL,How 'Bout a Refund For That Airline Fee?,"Christopher Elliott, Contributor
Author, How to Be the World's Smartest Traveler (and Save Time...",https://www.huffingtonpost.com/entry/how-bout-a-refund-for-tha_us_5b9d586fe4b03a1dcc86e51c,"Airlines don't like to return your money, even when they're required to by law. The fix? We need to incentivize airlines to repay us quickly by tightening refund rules and adding harsh penalties for pocketing our money.",2013-07-12
3818,TRAVEL,Berlin: A City of Memories -- and Memorials -- from a Horrible War,"Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/berlin-a-city-of-memories_us_5b9d69c4e4b03a1dcc87b8a4,"The Memorial to the Murdered Jews of Europe Consisting of 2,711 gravestone-like pillars (called ""stelae"" and completed in",2013-08-07
3819,TRAVEL,Which U.S. Destination Is The Ultimate Summer Vacation Spot?,,https://www.huffingtonpost.com/entry/which-us-destination-is-t_us_5b9bcd47e4b03a1dcc7a60dd,"You applauded some of our choices, booed others, and told us about a few places that you thought should have made the list",2012-06-04
3820,TRAVEL,Undiscovered Plovdiv: Bulgaria's Most Enjoyable City,"Rick Steves, ContributorAuthor of European travel guidebooks and host of travel shows ...",https://www.huffingtonpost.com/entry/undiscovered-plovdiv-bulg_b_10213480.html,,2016-05-30
3821,WORLD NEWS,Time Is Running Out For Buried Survivors Of Central Mexico Earthquake,"By Daniel Trotta and Adriana Barrera, Reuters",https://www.huffingtonpost.com/entry/mexico-earthquake-search-for-survivors_us_59c3818ae4b063b25317fae4,"Some 52 buildings collapsed in the capital alone, with more in the surrounding states.",2017-09-21
3822,TRAVEL,Africa's Most Photographed House Is in Danger,"Roadtrippers, ContributorTravel local.",https://www.huffingtonpost.com/entry/africas-most-photographed_b_5602328.html,"Designed by Alan Donovan, the beautiful building overlooks Nairobi National Park, and is described by Architectural Digest as ""an architecture rising from the serene Kenyan plain like an outcropping of earth, a vision of usefulness..."" However, this priceless piece of cultural history is now under threat.",2014-07-19
3823,WORLD NEWS,"In Besieged Homs, Blood Becomes A Rare Commodity","Arwa al-Basha, Syria Deeply",https://www.huffingtonpost.com/entry/in-besieged-homs-blood-becomes-a-rare-commodity_us_598390ace4b08b75dcc5fb86,At least 32 children in the besieged Houla region are suffering from an inherited blood disorder that requires frequent transfusions,2017-08-03
3824,TRAVEL,Floodlit Gothic: Reims Cathedral,"Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/floodlit-gothic-reims-cat_us_5b9d744ee4b03a1dcc883208,I was tired after a long day of guidebook research. But there's a buzz about the sound-and-light show at Reims Cathedral,2013-08-21
3825,TRAVEL,What Was the Greatest Personal Rivalry of all Time?,"Quora, Contributor
The best answer to any question",https://www.huffingtonpost.com/entry/what-was-the-greatest-per_us_5b9cf5f7e4b03a1dcc834d44,"Epic. Answer by Alia Caldwell, Writer/Designer Amundsen reached the South Pole first and returned home on a trip that was",2013-03-22
3826,TRAVEL,11 Funky Thanksgiving Events That Totally Beat Grandmother's House,Suzy Strutner,https://www.huffingtonpost.com/entry/thanksgiving-events_us_5b9daae4e4b03a1dcc8b1bfd,"Eat Like a Pilgrim at Thanksgiving Point Faaar from New England, at an educational center between Provo and Salt Lake City",2013-11-20
3827,WORLD NEWS,Spanish Government Threatens To Impose Direct Rule In Catalonia,"By Julien Toyer and Paul Day, Reuters",https://www.huffingtonpost.com/entry/spain-catalonia-conflict_us_59e881fae4b0d0e4fe6d6f98,"If Spain's prime minister invokes Article 155 of the 1978 constitution, it would not be fully effective until at least early next week.",2017-10-19
3828,WORLD NEWS,Australia's Child Sex Abuse Commission Exposes National Tragedy Of Systemic Violence,Eoin Blackwell,https://www.huffingtonpost.com/entry/australia-child-sex-abuse-commission_us_5a3351d9e4b0ff955ad18393,"The report revealed persistent failings of institutions to keep children safe, of cultures of secrecy and cover-up, and the devastating effects child sexual abuse can have on a life.",2017-12-15
3829,TRAVEL,13 Of The Best Men's Duffel Bags For Your Weekend Travels,Brittany Nims,https://www.huffingtonpost.com/entry/the-best-mens-duffel-bags-for-your-weekend-travels_us_5aaafa64e4b0337adf82657b,Durable weekend duffel bags that'll get you there.,2018-03-16
3830,TRAVEL,9 Things Not To Wear On A Plane,"SmarterTravel, Contributor
Smartertravel.com",https://www.huffingtonpost.com/entry/dont-wear-plane_us_5b9c6eb4e4b03a1dcc7e962e,"Shun any fabrics that lack breathability, such as nylon or leatherette. Add your rubber rain coat or waterproof jacket to this list as well.",2012-10-20
3831,TRAVEL,"Dining in Washington, D.C.","Departures Magazine, Contributor
Contributor",https://www.huffingtonpost.com/entry/dining-in-washington-dc_us_5b9df220e4b03a1dcc8f4a02,"Even if Washington's politicos can't come to a consensus on policy, one thing all District residents can agree on is that the city's restaurant scene is booming -- especially in these three new foodie neighborhoods.",2014-03-26
3832,TRAVEL,"Surprising, Smart Secrets Of Top Travel Pros","Laura Manske, Contributor
Travel Trendspotter, Culture Vulture, Idea Genie",https://www.huffingtonpost.com/entry/smart-and-surprising-secr_us_5b9d1a37e4b03a1dcc84778c,• Slip the Sephora Instant Depuffing Eye Mask (sephora.com) under your sleep mask on flights and you'll arrive looking fresh,2013-04-30
3833,WORLD NEWS,"In Syria’s War, ‘Mental Health Is The Last Priority’","Alexandra Bradford, Syria Deeply",https://www.huffingtonpost.com/entry/in-syrias-war-mental-health-is-the-last-priority_us_59b316f9e4b0dfaafcf810f7,"Zaher Sahloul, a physician with the Syrian American Medical Society (SAMS), discusses the state of mental healthcare in Syria",2017-09-08
3834,TRAVEL,My Carbon Neutral Sunday Drive,"Lee Negroni, Contributor
Law prof, author, global adventure-seeker, emerging outdoorswo...",https://www.huffingtonpost.com/entry/my-carbon-neutral-sunday_us_5b9b4d6fe4b03a1dcc7676da,"In a country of $7-a-gallon fuel and high taxes, electric cars are making inroads -- and I wanted to take one for a test drive.",2012-02-10
3835,WORLD NEWS,CNN's Wolf Blitzer Suggests Barcelona Attack Is A 'Copycat' of Charlottesville,Jenna Amatulli,https://www.huffingtonpost.com/entry/cnn-wolf-blitzer-barcelona-copycat-charlottesville_us_5996014be4b0e8cc855c5db6,"The anchor notes both tragedies stemmed from the same ""killing device.""",2017-08-17
3836,TRAVEL,Backpacking Supplies: 10 Things You Didn't Think You Needed For A Journey Across The World,,https://www.huffingtonpost.com/entry/backpacking-supplies-travel_us_5b9d1da5e4b03a1dcc849262,Getting ready for a backpacking trip is an art. You have to fit everything you need to survive into a bag that looked a whole,2013-04-30
3837,TRAVEL,"Alligator Evasion, Cracker Country and Strip Clubs: A Tampa Native Explains Her Hometown","Sadie Dingfelder, Contributor
Humor, travel, science and arts writer",https://www.huffingtonpost.com/entry/alligator-evasion-cracker_us_5b9c2ea8e4b03a1dcc7ce8c2,"For those of you watching the Republican National Convention on TV, you'll probably see lots of pretty shots of Tampa -- our little skyline gleaming red, white and blue over the water, attractive people jogging on Bayshore, delegates being pelted by rain due to a well-timed tropical storm.",2012-08-24
3838,TRAVEL,One Week in Prague and Budapest,"Ramaa Reddy Raghavan, Contributor
Recent graduate, Columbia School of Journalism",https://www.huffingtonpost.com/entry/one-week-in-prague-and-bu_us_5b9d874ce4b03a1dcc89248c,"Before summer slinked its sunshine and idleness into oblivion, we decided spontaneously, mid-month in August, to do a one week trip to Budapest and Prague. Why these two cities in Europe?",2013-09-20
3839,TRAVEL,10 Things to Do Instead of Watching the Super Bowl,"Larissa and Michael Milne, Contributor
 Global nomads & travel writers",https://www.huffingtonpost.com/entry/10-things-to-do-super-bowl_us_5b9dd435e4b03a1dcc8d754a,We look forward to the day of the big game to catch up on other things or take advantage of the sparse crowds out there. Here are a few tips for non-football fans this Sunday.,2014-01-31
3840,TRAVEL,"Dolphin Steals iPad From Woman's Hand, Makes Catch Of The Day",Ron Dicker,https://www.huffingtonpost.com/entry/dolphin-steals-ipad-from-womans-hand-makes-catch-of-the-day_us_57ab12dce4b06e52746e64c6,As slippery as an eel!,2016-08-10
3841,WORLD NEWS,These Are The Victims Of The Terrorist Attacks In Spain,Willa Frej and Carla Herreria,https://www.huffingtonpost.com/entry/victims-spain-terrorist-attacks_us_59967459e4b01f6e801dba0d,"Fourteen people were killed, including a Californian celebrating his first anniversary.",2017-08-19
3842,TRAVEL,Abraham's Kitchen,"Stefan Szepesi, Contributor
Walker, guidebook author",https://www.huffingtonpost.com/entry/urfa-turkey-travel-abrahams-kitchen_us_5b9db93be4b03a1dcc8c076f,Many miss out on the deep cultural and social fabric of the Middle East. The spiritual heart of Urfa is buzzing with tranquility. On the streets I hear Kurdish and Arabic. But all signs are in Turkish. English is virtually absent.,2013-12-19
3843,TRAVEL,"'Goodbye, Racist!': Passengers Cheer As Unruly Man Gets Booted From Plane",Ed Mazza,https://www.huffingtonpost.com/entry/alleged-racist-kicked-off-plane_us_58ae514ee4b05ca474a0a9c3,"""This is not Trump's America!""",2017-02-23
3844,TRAVEL,Travel Website Viator Now Offers Discounts On Cruise Shore Excursions,,https://www.huffingtonpost.com/entry/viator-cruises-travel_us_5b9b86a4e4b03a1dcc785246,"Starting Monday, the site promises discounts of up to 60 percent for jungle hikes, winery visits, city tours, snorkeling",2012-04-02
3845,TRAVEL,"Sauerkraut, Apple Strudel, Cowboys, Armadillos -- Howdy! We're in Texas!","Sidonie Sawyer, ContributorBorn in France, immigrated to the USA / Features and Travel Wr...",https://www.huffingtonpost.com/entry/sauerkraut-apple-strudel_b_9817798.html,The tiny town of Fredericksburg certainly knows how to display its charming German heritage.,2016-05-01
3846,TRAVEL,11 Great Places To Bed Down On Your Northeast College Tour,"Malerie Yolen-Cohen, Contributor
Publisher, GetawayMavens.com; Northeast getaway expert",https://www.huffingtonpost.com/entry/eleven-best-places-college-tour-hotel_us_5b9c6825e4b03a1dcc7e681b,"Your kid's future alma mater isn't cookie-cutter, so why should your college tour accommodations be?",2012-10-23
3847,TRAVEL,Airlines to Congress: Stop Norwegian Air!,"Christopher Elliott, ContributorAuthor, How to Be the World's Smartest Traveler (and Save Time...",https://www.huffingtonpost.com/entry/airlines-to-congress-stop-norwegian-air_us_57265eaae4b03b93e7e46c20,"If there's any doubt Congress is beholden to the powerful airline lobby, this should settle it: An influential group of representatives",2016-05-01
3848,TRAVEL,Hold The Gravy! These Are The Foods Not Allowed In Carry-On Luggage,Nina Golgowski,https://www.huffingtonpost.com/entry/foods-banned-from-carry-on_us_58370b84e4b000af95edf4b7,Here's the TSA's top travel tips just in time for the holidays.,2016-11-24
3849,WORLD NEWS,Here's How India Can Become More Integrated In Global Trade,"The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/heres-how-india-can-become-more-integrated-in-global_us_5953b305e4b0f078efd9863d,"Deeparghya Mukherjee, National University of Singapore Global commerce has been changing since the late 20th century. Rather",2017-06-28
3850,TRAVEL,St. Patrick's Day: 10 Irish Pubs Around America Worth Visiting (PHOTOS),,https://www.huffingtonpost.com/entry/st-patricks-day-10-irish-pubs_us_5b9ce6f1e4b03a1dcc82d378,"St. Patrick's Day is a celebration of many things -- Irish heritage, shamrocks, the ministrations of a 5th-century priest",2013-03-16
3851,TRAVEL,13 Tips to Stay Safe Through Any Travel Emergency,"Norm Schriever, Contributor
Expat. Author. Cultural mad scientist. Enemy of the comfort zo...",https://www.huffingtonpost.com/entry/13-tips-to-stay-safe-through-any-travel-emergency_us_5b9db009e4b03a1dcc8b802f,"Far from home, in a foreign country, an emergency can leave us in dire circumstances -- and even be life-threatening. Thankfully, I've learned to not only survive but thrive in the face of misfortune. So here are 13 tips to stay safe through any travel emergency.",2013-12-19
3852,TRAVEL,"Who Ruins the World? Travelers? A Chat with ""Gringo Trails"" Director Pegi Vail (Part 1 of 2)","Adedana Ashebir, Contributor
My dad says I'm ""witty, mature, and balanced.""",https://www.huffingtonpost.com/entry/who-ruins-the-world-trave_us_5b9dee33e4b03a1dcc8ef6c4,"""Perhaps the time has come that guidebooks highlight newer destinations in favor of one that's overrun to allow them some breathing space.""",2014-03-18
3853,WORLD NEWS,ISIS Claims Responsibility For New York City Terror Attack,Willa Frej,https://www.huffingtonpost.com/entry/isis-new-york-attack_us_59f9ca6ee4b046017fb02364,President Donald Trump said the U.S. military was already retaliating.,2017-11-03
3854,TRAVEL,Bora Bora: So Good They Named It Twice,"Louise Roe, Contributor
TV presenter, fashion journalist, host of NBC's 'Fashion Star'",https://www.huffingtonpost.com/entry/bora-bora-four-seasons-vacation_us_5b9c9ce6e4b03a1dcc804b56,"Yes, it's a tiring journey, but when you step onto the silky white sands and take a deep breath at the other end, it's beyond worth it.",2012-12-18
3855,TRAVEL,John Robshaw's Rules For Traveling In Asia,"Jetsetter, Contributor
Jetsetter is the go-to brand for travelers with discerning tas...",https://www.huffingtonpost.com/entry/john-robshaws-rules-for-t_us_5b9ba607e4b03a1dcc794d3a,"I get plain lassis from Lassi Wallah on MI Road in Jaipur, India.",2012-05-04
3856,TRAVEL,The Disappearing Ghost Signs Of The Rust Belt,"Randy Fox, Contributor
Writer and photographer",https://www.huffingtonpost.com/entry/ghost-signs-of-the-rust-belt_us_5b9c7dfce4b03a1dcc7f2793,"Ghost signs are nearly the equivalent of what cave drawings were to our early modern day explorers: signifiers of how previous lives lived, worked and maybe the kind of beer they drank or the cigarettes they smoked. While these ghost signs populate many towns in our country, they are in the process of leaving us. As the wrecking ball flies and mundane urban renewal efforts commence, we're losing more relics every day.",2012-11-09
3857,TRAVEL,Vacation Like A Celeb on a Private Island,"Celeste Moure, Contributor
Writer",https://www.huffingtonpost.com/entry/private-island-vacation-destinations_us_5b9cb447e4b03a1dcc810b61,Mention paradise and most people think about a speck of land surrounded by nothing but endless sea. Swaying palm trees? Check. Pristine baby-powder beach? Check. Stylish accommodations? Check.,2013-01-11
3858,TRAVEL,Shooting Uganda: Goats of Hope,"Jeroen Swolfs, Contributor
Freelance photojournalist who is traveling to all capitals of ...",https://www.huffingtonpost.com/entry/shooting-uganda-goats-of-hope_us_5b9cdb41e4b03a1dcc82761a,"The Goats of Hope project provides children who are HIV/ AIDS infected or affected with a goat, thereby empowering them and helping them build up a life for themselves",2013-04-22
3859,TRAVEL,The Hijab -- The Meaning of a Scarf,"Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/the-hijab-the-meaning-of_us_5b9dac48e4b03a1dcc8b3a32,"While a woman on the street wearing a scarf is treated differently, that doesn't mean she isn't fashion-conscious. One woman",2013-11-20
3860,TRAVEL,Latin America's Top Adventure Destinations,"minube, Contributor
Community of over 2 million international travelers",https://www.huffingtonpost.com/entry/latin-americas-top-advent_us_5b9d53d9e4b03a1dcc86b38c,"For more than a century, Latin America has lured travelers in search of real adventure: crossing craggy peaks and dense jungles",2013-07-08
3861,TRAVEL,West Bank Necropolis,"Rick Steves, Contributor
Contributor",https://www.huffingtonpost.com/entry/west-bank-necropolis_us_5b9d1821e4b03a1dcc846573,Across the Nile from Luxor is a valley with more ancient treasures than any place I've seen. I spent a long day visiting tombs and temples to find the best places for my upcoming TV episodes on Egypt.,2013-04-29
3862,WORLD NEWS,Collecting Evidence Of War Crimes In Syria,"Kim Bode, Syria Deeply",https://www.huffingtonpost.com/entry/collecting-evidence-of-war-crimes-in-syria_us_59270bdfe4b061d8f82019a4,"Law professor David Crane, who has a record of taking on the prosecution of war criminals, is keeping a detailed record of",2017-05-25
3863,TRAVEL,Romantic Eco-Friendly Stays (PHOTOS),"Oyster.com, Contributor
The Hotel Tell-All",https://www.huffingtonpost.com/entry/romantic-eco-friendly-sta_us_5b9d2c0fe4b03a1dcc852335,"For those who love tree-hugging just as much as they love snuggling up with that special someone, we've found the best hotels for environmentally-friendly duos who don't want to skimp on romance.",2013-05-16
3864,WORLD NEWS,Nothing Can Stop This Afghan Super Mom From Providing For Her Family,"Mahbooba Hazara, Sahar Speaks",https://www.huffingtonpost.com/entry/this-afghan-woman-is-her-familys-breadwinner-in-more-ways-than-one_us_5980a60ee4b0d6e28a10e833,"Often as she works, one son helps chop wood while her other children study.",2017-08-31
3865,TRAVEL,Royal Caribbean Debuts New Cupcake Cookbook (PHOTOS),,https://www.huffingtonpost.com/entry/royal-caribbean-debuts-ne_us_5b9b7cc3e4b03a1dcc780084,"Here's a look at just a few of the confections in the book. The $35 book, which also comes with an apron, piping bag and",2012-03-23
3866,TRAVEL,The Island No One Wants You To Know About,"Valerie Joy Wilson, ContributorTravel Expert, Travel Host & Journalist at TrustedTravelGirl.c...",https://www.huffingtonpost.com/entry/the-island-no-one-wants-y_b_9963564.html,"There is something enticing about the idea of an island getaway. Though there are thousands of island destinations to choose from all over the world, there is one island that expert travelers do not want to share with you.",2016-05-15
3867,TRAVEL,The One-Day Guide to New Orleans' Literary Landmarks,"WHERE, Contributor
Local guides. Worldwide.",https://www.huffingtonpost.com/entry/a-literary-tour-of-new-orleans_us_5b9de7e4e4b03a1dcc8e7f61,"Each spring bibliophiles and Brando buffs flock to the Tennessee Williams/New Orleans Literary Festival to pay homage to the late great playwright, who penned A Streetcar Named Desire in what he called his ""spiritual home.""",2014-03-07
3868,TRAVEL,Why There Are Tiny Holes At The Bottom Of Windows On Planes,,https://www.huffingtonpost.com/entry/why-there-are-tiny-holes-at-the-bottom-of-windows-on-planes_us_5a904edfe4b0ee6416a2f988,"If you’ve ever been on a plane, chances are, you’ve probably looked out your window, only to notice a tiny hole at the bottom",2018-02-23
3869,TRAVEL,20 U.S. Cities You Must Visit In Your 20s,Lisa_Miller,https://www.huffingtonpost.com/entry/cities-to-visit-your-20s_us_5b9da1a7e4b03a1dcc8a8193,"Eugene, Oregon Anchorage, Alaska This Pacific Northwest staple is a must-see. Seattle is known to be one of the best coffee",2013-11-09
3870,TRAVEL,ANA Airways Gives Visitors a 360° Look Into Japan,"Gail Nakada, Contributor
American Journalist based in Japan.",https://www.huffingtonpost.com/entry/ana-airways-gives-visitor_us_5b9d2640e4b03a1dcc84e87d,ANA had a tough time this year with the grounding of their shiny new fleet of Boeing 787 Dreamliners. Recently they've been given the go ahead for test flights and should soon be cleared for passengers again.,2013-05-13
3871,WORLD NEWS,At Least Six Dead In Worst Israeli-Palestinian Bloodshed For Years,"Luke Baker and Ori Lewis, Reuters",https://www.huffingtonpost.com/entry/israel-palestine-abbas-suspends-official-contacts_us_59725a21e4b0e79ec1992f4f,The bloodiest spate of Israeli-Palestinian violence for years was prompted by new security Israeli measures at Jerusalem's holiest site.,2017-07-21
3872,TRAVEL,CityLove: Tour Boise by Instagram,"National Trust for Historic Preservation, Contributor
The National Trust for Historic Preservation protects signific...",https://www.huffingtonpost.com/entry/citylove-tour-boise-by-in_us_5b9decbbe4b03a1dcc8edcc7,"Next up for our CityLove blog series: Little Rock, Arkansas. Do you have suggestions of projects, people, or general awesomeness",2014-03-13
3873,WORLD NEWS,"Fight Or Flight? For Young People In Venezuela, That Is The Question","The Conversation Global, ContributorThe Conversation is a collaboration between editors and academ...",https://www.huffingtonpost.com/entry/fight-or-flight-for-young-people-in-venezuela-that_us_595d00e0e4b0326c0a8d140f,"Emilio Osorio Alvarez, Universidad Central de Venezuela Daily marches against the government of Nicolás Maduro are in their",2017-07-05
3874,TRAVEL,Deadvlei Is The Most Beautiful 'Dead' Place You Will Ever See,,https://www.huffingtonpost.com/entry/deadvlei-photos_us_5b9dcdfae4b03a1dcc8d1e04,"Check out photos of Deadvlei below. A river once brought water to Deadvlei, but when the climate changed the river dried",2014-01-23
3875,TRAVEL,Fogo Island,"Lloyd I. Sederer, MD, ContributorChief Medical Officer, New York State Office of Mental Health",https://www.huffingtonpost.com/entry/fogo-island_us_5980cc28e4b02be325be01b5,"Reporting by Lloyd I. Sederer, MD Some time ago, dear and generous friends invited my wife and me for a 3-day weekend trip",2017-08-01
3876,WORLD NEWS,Russian Olympic Doping Whistleblower Fears Putin Will Retaliate Against His Family,Travis Waldron,https://www.huffingtonpost.com/entry/grigory-rodchenkov-russia-doping-putin_us_5a27193ee4b0c2117626922d,"""He knows he is going to be looking over his shoulder for the rest of his life,"" his lawyer said.",2017-12-05
3877,TRAVEL,"Tingo, New Hotel Booking Site, Promises Users Hotel Refunds",,https://www.huffingtonpost.com/entry/tingo-new-hotel-booking-s_us_5b9b7919e4b03a1dcc77e168,"A new booking site from TripAdvisor launches Wednesday, promising users an instant refund of the price difference if the",2012-03-21
3878,TRAVEL,Funky Freebies And Looney Loaners: The 7 Most Interesting Amenities We've Seen (PHOTOS),"Oyster.com, Contributor
The Hotel Tell-All",https://www.huffingtonpost.com/entry/most-interesting-hotel-amenities_us_5b9cd6cbe4b03a1dcc824c27,"When you're shelling out hard-earned cash for your hotel room, it's nice when the hotel recognizes that and throws in some perks ""just because.""",2013-04-04
3879,WORLD NEWS,Russian Opposition Leader And Activists Detained Ahead Of Putin Inauguration,,https://www.huffingtonpost.com/entry/putin-inauguration-arrests-detained_us_5aeda538e4b0c4f19322fa71,Anti-Kremlin activists took to the streets across the country on Saturday.,2018-05-05
